,image,relevant,words,OCR_score
287,81a3675fb7ca18894b21c8859ac854b51475f906,0,"[['5 ', 'my', 'qvishy', 'wowwer', '0', 's', 'little', 'scan here', 'tm', 'mystery accessories inside ', 'scanne ici', 'dumplings', 'accessoires a l interieur ', 'escaneaaqui', 'iconaccesorios ', 'dart', 'squeeze my cheeks ', 'the gold dumpling', 'n presse moilesjoues ', 'ile dumpling d or', 'iapachurra mis cachetes ', 'eldumpling deoro', 'try me essaye moi ', 'specialedition', 'ipruebame ', 'edition speciale', 'edicion especial', 'pop ', 'pop ', ' lr44', 'piles doton', 'ag13'], [0.9890209436416626, 0.7473958730697632, 0.6100984215736389, 0.8872160911560059, 0.6060605645179749, 0.7953358888626099, 0.9961881637573242, 0.9701653718948364, 0.9939281344413757, 0.9543055891990662, 0.9477928876876831, 0.9965065717697144, 0.933161735534668, 0.9645395278930664, 0.9662042260169983, 0.9957520365715027, 0.961780309677124, 0.9489006996154785, 0.9243173003196716, 0.8868462443351746, 0.9282153248786926, 0.9688546061515808, 0.9504516124725342, 0.9911140203475952, 0.9714450836181641, 0.9569060802459717, 0.9709414839744568, 0.8464745283126831, 0.9282903075218201, 0.9344817399978638, 0.7531678676605225, 0.9289664626121521]]",0.23207257688045502
155,84ffe53fc6ae40928845936aaf980fb256ac989a,0,"[['3 ', 'x', 'w', 'super hera', 'to', 'a', 'jaoth w', 'for the', 'tash fary', 'icate is awarded to', 'our very finst tooth', ' on this date'], [0.9906814098358154, 0.7529453039169312, 0.5325263142585754, 0.9459664225578308, 0.9192557334899902, 0.6958021521568298, 0.7955251932144165, 0.9243950247764587, 0.6891414523124695, 0.9987285137176514, 0.9809132814407349, 0.9821301102638245]]",0.22981393337249756
70,8c307a16e0b908adfd02e9383cae74667cd78337,1,"[['innerslothpresent', 'amongus'], [0.9791371822357178, 0.9156869649887085]]",0.22892174124717712
133,466271c1310efa11c64d2f2f8de7173fc9da7278,0,"[['quishy', 'my', 'little', 'dumplings', 'dart ', 'pop'], [0.6425198316574097, 0.7782922387123108, 0.985401451587677, 0.9447288513183594, 0.8889356851577759, 0.9041375517845154]]",0.22603438794612885
328,b0462f4fac863cdaf452d525c846801f6fdb0405,1,"[['discuss ', 'amongus', 'rmong us'], [0.9960818886756897, 0.885502815246582, 0.9603033065795898]]",0.2213757038116455
23,638e9be202ab92c212cdf7df446df88f14d90fba,0,"[['troblox', 'blo', 'reblox', 'ble', 'ble', 'koblex', 'blo', 'trobiox'], [0.8712356686592102, 0.8618263602256775, 0.7283857464790344, 0.6278008818626404, 0.6696246266365051, 0.8234063982963562, 0.7151179313659668, 0.7831249833106995]]",0.21780891716480255
118,587d32a88445f6e9fce088b58008deeac5b035b5,1,"[['zogaa', '20omoma', 'snonowy', 'amongus'], [0.9941757321357727, 0.725549042224884, 0.5773345828056335, 0.8632603287696838]]",0.21581508219242096
22,e63eeaf641772399fad108d7518c7f20ae6cf2df,0,"[['datoba2', 'to', 'to8a2', 'idatoba ', 'dato8a'], [0.745079517364502, 0.8583778142929077, 0.8392087817192078, 0.5707046985626221, 0.8253352046012878]]",0.21459445357322693
0,968bf5e6c99211c2ad8ac27fa55e4651b941d137,1,"[['amongus'], [0.8279706239700317]]",0.20699265599250793
224,9312a0394cdca0f19e08f589fb7d5d10b7b73660,1,"[['g us', 's', 'xvamafil', 'i m your fabher'], [0.9250211715698242, 0.7182506322860718, 0.6554005146026611, 0.907432496547699]]",0.205408975481987
429,6424c2bef8b452de12775190ec2487966bb66d6f,1,"[['happy holidaysfrom innersloth', 'rimongus'], [0.9625517725944519, 0.8205294609069824]]",0.2051323652267456
239,9159ebfb5d386055de8a240d3dfd566083beae75,0,"[['m', ' '], [0.9648942351341248, 0.6739007830619812]]",0.20484937727451324
381,ca286d5c4a6a4f45283f8ebed5c99f1199aa302f,0,"[['robiox'], [0.8131559491157532]]",0.2032889872789383
136,896e3a624df5566a45bd45107992851f897b461f,1,"[['among us', 'herostee', 'among us'], [0.8506753444671631, 0.5241028070449829, 0.9483373761177063]]",0.1965385526418686
66,0e55c6e25ccbadad918d33f59b2fe74d5a54a479,0,"[['oooogo', '00000o00000g', '00000000000', '000000000', '0000000000', 'x'], [0.7743996977806091, 0.517869770526886, 0.5357002019882202, 0.6638008952140808, 0.7335702180862427, 0.511985182762146]]",0.19359992444515228
347,7e43b0964d70deddbe650f950dffb8929de70f67,0,"[['tore'], [0.7457685470581055]]",0.18644213676452637
326,b48557ec381462553bef6b130b3d26ba22aeb828,0,"[['12', 'pcs', 'mix colors'], [0.9996147751808167, 0.672651469707489, 0.996905505657196]]",0.16816286742687225
295,dd43889f8b6deca6888ab68bd2220a676f50be7b,0,"[['ooo'], [0.6505230069160461]]",0.16263075172901154
307,d763571d46c0e0430a52ec2ea9d141c5deefef68,0,"[['xox', 'o', 'iodx', 'odoc', 'ooo'], [0.570229709148407, 0.5629374384880066, 0.5720870494842529, 0.5790603160858154, 0.5233011245727539]]",0.14476507902145386
285,1e2688724847e6ace895252f804fc30258f92b12,1,"[['mong', 'whoisit', 'nol711'], [0.5605505704879761, 0.7621965408325195, 0.6848601698875427]]",0.14013764262199402
100,9bb15584c8b3c0c82313e12c83e4aa91bc6b796d,0,"[['iess', ' comfstoe 1232345mhc'], [0.526858925819397, 0.9325361251831055]]",0.13171473145484924
50,b86516a20921881b209a44db66f85dc0cec59831,0,"[['finished', 'design'], [0.9974833726882935, 0.9994492530822754]]",0.12493115663528442
194,96be8e8573d42861a6adb3c5100257c451a76e5c,1,"[['among us', 'you re', 'dumb'], [0.99937903881073, 0.944169282913208, 0.994848370552063]]",0.12492237985134125
232,d85b67e131550f66f33ee579fd330e84ee65d5fd,0,"[['ocomelon', 'cocomelon', '13 colour', 'cocomelon', 'on'], [0.858985960483551, 0.9043352603912354, 0.9991040825843811, 0.8902451992034912, 0.6592856645584106]]",0.12488801032304764
101,f5dd445f3fff531523efd5fa98a5b1d7700a4aed,1,"[['trick', '2', 'i d skip vote', 'that', 'kini', 'rgency', 'ting', 'mmera', 'sounds', 'dasus', 'new', 'irustnoone', 'i want you'], [0.9926007390022278, 0.8209303021430969, 0.9147026538848877, 0.9972618818283081, 0.845486581325531, 0.9834885597229004, 0.707831621170044, 0.5762427449226379, 0.9990929961204529, 0.9390894770622253, 0.9527976512908936, 0.8903967142105103, 0.983547568321228]]",0.12488662451505661
13,39cf23c3398969a3c37949206563f22f6a32fcad,1,"[['vwoud n2', 'among us'], [0.7932400703430176, 0.9990558624267578]]",0.12488198280334473
425,c62ddd0d95bcebd59d42bc0435f3f29aec03e01b,0,"[['anuelaa', 'rosalia', 'jbalvin'], [0.9939426779747009, 0.9988900423049927, 0.9194716215133667]]",0.12486125528812408
334,c497627967d0963e1a7e968fb0a0a83c3bb69f83,1,"[['vwoud n2', 'among us'], [0.8177053332328796, 0.998426079750061]]",0.12480325996875763
105,2f619c9004e55bbcab8aee8353078913c64675ef,1,"[['vwoud n2', 'among us'], [0.8194926977157593, 0.998340368270874]]",0.12479254603385925
345,5928f5964519c830b2d0c368213e42dcbfd8021b,0,"[[' studio', 'r', 'diy', 'plushcraft', 'unicorn', 'product', 'information'], [0.9793307185173035, 0.9925389885902405, 0.974532425403595, 0.9704837799072266, 0.9830576777458191, 0.997674822807312, 0.9963328838348389]]",0.124709352850914
366,8db22c2e9fdf386b21489040428caf6c0a48192d,0,"[['white', 'rar'], [0.9975293278694153, 0.5728837847709656]]",0.12469116598367691
201,044fb26b4775f30ab9ce2e1ee6947b0280e58536,1,"[['vwomc n2', 'among us', 'among us f'], [0.664569616317749, 0.997343897819519, 0.8648806810379028]]",0.12466798722743988
103,4026911db8acc3f6b61487c7db2d0ef85a3328b6,0,"[['happy', 'rew'], [0.9967246055603027, 0.9716668725013733]]",0.12459057569503784
356,36e77ab6d16905cfc7fc3e18c287d2338712055d,0,"[['no 1'], [0.9950379133224487]]",0.12437973916530609
214,6937a50bcd6701528d4496c9676fa6e5564f98f0,1,"[['nnersloth', 'rmong us'], [0.9945954084396362, 0.9298310279846191]]",0.12432442605495453
314,ed0f22abcc902715f8cf0d968638861d75e534c6,0,"[['flex', '    ', 'onid', 'bacon'], [0.9908971786499023, 0.9943551421165466, 0.5950223803520203, 0.9945605397224426]]",0.12432006746530533
120,495a84f64b910f13609330df71dd2a5f750c2766,0,"[[' gency', 'eting', 'sabotage'], [0.946749210357666, 0.9936251640319824, 0.9936677813529968]]",0.1242084726691246
374,f547674f86dabafe62cbf4fad5d4bd072f6d127b,0,"[['oraragemom', '00', '00', 'cran', 'tyrani', 'sauru', 'rex'], [0.8201729655265808, 0.8742843866348267, 0.7724077701568604, 0.9929109811782837, 0.9928042888641357, 0.9927040338516235, 0.9969075322151184]]",0.12408800423145294
236,fb2fe9cb113cc9dfb4423d84c71118476571d827,0,"[['meng u6', 'biit', 'r', 'th', 'd', 'happy birihday'], [0.5742618441581726, 0.6667333841323853, 0.9588750600814819, 0.9922029972076416, 0.9862842559814453, 0.9440393447875977]]",0.1240253746509552
419,6d95124b5ef0e92f047f70dd046d186897d19ced,0,"[['discuss ', 'me', 'age'], [0.9614734649658203, 0.9864380359649658, 0.9968242645263672]]",0.12395389378070831
130,d8d094467ce56ede13dedc9da14f74dfa554ee76,1,"[['vwoud n2', 'among us'], [0.7693819403648376, 0.9901304244995117]]",0.12376630306243896
281,7681abd1a0bb570d460989b8c0c6cc853f251823,1,"[['vwond n2', 'among us', 'among us'], [0.6534101963043213, 0.9898894429206848, 0.9415977597236633]]",0.1237361803650856
109,150a77ba13229d82e8868ceb26d83272e789f077,1,"[['vwonc n2', 'among us'], [0.6565366387367249, 0.9886454343795776]]",0.1235806792974472
90,1c64833ebc54085fa29ac65a7cfd958c9333ea71,1,"[['vwonc n2', 'among us'], [0.6565366387367249, 0.9886454343795776]]",0.1235806792974472
403,cfba7ca70afc12c72f1319fe0225e72c2efce44f,1,"[['nongus', 'mcml', 'xxxviii'], [0.8569121360778809, 0.9885803461074829, 0.9485073685646057]]",0.12357254326343536
146,d43573207918bd69111ff62dd4032e8553567a9e,1,"[['ikjhevcn', 'gildan', 'among us'], [0.9673858284950256, 0.9973270297050476, 0.9736853241920471]]",0.12318827211856842
122,cb57f65f51cafdfcee289f7fd81d2668fd013b36,0,"[['14cm', 'cei', 'face changing', '10cm', ' ', 'cf'], [0.9994589686393738, 0.8963212966918945, 0.8803338408470154, 0.9868370890617371, 0.9823247194290161, 0.6733755469322205]]",0.12307261303067207
111,0be5cbf74e637966982bdfdfc22ba557e1ff31fb,1,"[['vwoud n2', 'among us'], [0.8206091523170471, 0.9804945588111877]]",0.12256181985139847
102,d85cfcee520501e1474d703d1d9099f53e6bd6b2,0,"[['babicolor'], [0.9796776175498962]]",0.12245970219373703
192,1f2d04f5078f7b2b6bc4e521b75e9537723c518b,1,"[['vwona n2', 'among us'], [0.8008106350898743, 0.9791303873062134]]",0.12239129841327667
86,dc35ae67c9ed08081e7fe8592924ab3804840626,1,"[['wond n2', 'mong us'], [0.8132509589195251, 0.9785457849502563]]",0.12231822311878204
223,9538489727bd15088eb41df30792a695eba59ad2,1,"[['wond n2', 'mong us'], [0.7860596776008606, 0.9778927564620972]]",0.12223659455776215
233,b6bc6e56f1ecca59323262fb7dd36fed73dc7c79,0,"[['discuss '], [0.9770172238349915]]",0.12212715297937393
226,e44fc0ce6dd3fb4bdf76af66027c11ca04d74a34,1,"[['among us', 'vwomd n2', 'among us'], [0.9761959910392761, 0.6841184496879578, 0.9670054316520691]]",0.12202449887990952
200,2f3bb532740b6f01a29e46811d4575990671dcbf,1,"[['among us', 'vwonc n2', 'among us'], [0.861031174659729, 0.7107874155044556, 0.9737776517868042]]",0.12172220647335052
254,fc45449106e2327b8952f5cfc5be1ccb155c14e2,1,"[['among us', 'armong us', 'wouc n2', 'among us'], [0.8651036620140076, 0.8402928113937378, 0.699918270111084, 0.9732205867767334]]",0.12165257334709167
210,449d1335ce3691fa53c5f30670be360006670f68,1,"[['vwomc n2', 'among us'], [0.8064183592796326, 0.9722193479537964]]",0.12152741849422455
444,67e2cc51348453b6d8b0364bc3534fdd284de289,1,"[['among us'], [0.970099925994873]]",0.12126249074935913
206,b3ffaad1b93caca74ac43269f4778aa2a5948885,1,"[['vwon  n2', 'among us'], [0.6986424326896667, 0.9691795110702515]]",0.12114743888378143
439,c4e1731d93614d8a00f6672d4420626a85ce2395,1,"[['among us'], [0.9678467512130737]]",0.12098084390163422
83,9c1f706cc4c3d0a90b58e1c5534015f8c6d76fb3,1,"[['vwonc n2', 'among us', 'shhhhhhh'], [0.6679767966270447, 0.9673979878425598, 0.979668378829956]]",0.12092474848031998
57,f740cdb639804b060b0fa51b0695f31a2baca369,1,"[['vwonc n2', 'among us', 'shhhhhhh'], [0.6679767966270447, 0.9673979878425598, 0.979668378829956]]",0.12092474848031998
352,f7705f1011cd033549d493c5c834bbc4dc8c5bfb,0,"[['omo s talk', 'e', 'made ', 'ways', 'hankful'], [0.8974679708480835, 0.7827734351158142, 0.7748917937278748, 0.9660747051239014, 0.9864287972450256]]",0.12075933814048767
108,fb3fbe8f4e57f6817d1f2dc98c341426cb933d27,1,"[['among us'], [0.9621752500534058]]",0.12027190625667572
96,38a8fa37277319f566c064189e7f989a7275b7fa,1,"[['vwonc n2', 'among us'], [0.6445852518081665, 0.9618104100227356]]",0.12022630125284195
77,03613ec8794b6bf98f4ae263cafdccf6d054ee0d,1,"[['vwon  n2', 'among us'], [0.8000211119651794, 0.9594056606292725]]",0.11992570757865906
148,566c12727ee7f417fbe8919846f370d94421a14c,1,"[['vwon  n2', 'among us'], [0.8000211119651794, 0.9594056606292725]]",0.11992570757865906
128,36ca1efb357cb466bfc582db4fc69dab3e1984e4,1,"[['vwon  n2', 'among us'], [0.8000211119651794, 0.9594056606292725]]",0.11992570757865906
418,0d4e7b68a1ee6e80e82dd4a894064a6761cf52ea,0,"[['0000', '10', 'surf son', 'sees'], [0.676233172416687, 0.9882638454437256, 0.9580705165863037, 0.5214748382568359]]",0.11975881457328796
110,c70abfbf8030068f185efa992c81b9454aff1003,1,"[['wonc n2', 'among us'], [0.6920661330223083, 0.9567853212356567]]",0.11959816515445709
269,dcb832a7c6946b564c83a3d3244d6b2c5c0dc9cc,1,"[['vwomc nz', 'among us'], [0.6255512237548828, 0.9548578262329102]]",0.11935722827911377
399,63e31b0949ffa8022091efe436484e01e1c57c55,1,"[['among us'], [0.9494819641113281]]",0.11868524551391602
28,8fa52930b2c6766780c8922322161f1e3abd2472,0,"[['jeitoys', 'on aliba'], [0.9407747983932495, 0.9302530288696289]]",0.11759684979915619
59,ed5a8b633741d7554057ccda893a4155b041ee8d,1,"[['among us', 'among us'], [0.861031174659729, 0.9392946362495422]]",0.11741182953119278
362,fd1ca02a44db7c259c70e14c0a51318deb9ece7b,1,"[['among us'], [0.9364590048789978]]",0.11705737560987473
215,3da262c4af82a910bae23f89874faf46f7e9d4f8,1,"[['vwonq n2', 'among us', 'among us'], [0.7232691049575806, 0.9359890818595886, 0.933607816696167]]",0.11699863523244858
230,51416eb364f8e8c4acbdda341d6666841ed30de1,1,"[['among us'], [0.928850531578064]]",0.116106316447258
313,d92e64e40f87cc8c2821c8591ded8d2e588e16fe,0,"[['foce chenging', 'face changing', 'chong '], [0.8796555995941162, 0.9181216359138489, 0.9285516738891602]]",0.11606895923614502
89,00c6913f308d438aee23312dbab1289c33bce736,0,"[['14cm', 'face chonging', '10cm', ' ', 'cf'], [0.9997420907020569, 0.9125671982765198, 0.9978824853897095, 0.8584418296813965, 0.6798425912857056]]",0.11602026969194412
56,13481aac32ac9a6e180fa63c0d67e28ed009db68,0,"[['chongin', 'fgce', 'foce', 'foce'], [0.799371063709259, 0.6107801795005798, 0.8709691166877747, 0.9146971106529236]]",0.11433713883161545
177,481ce00ef4bf4e5fa3ed656c317f0993e8ec331e,0,"[['cm 0 ', '7cm 0 21 '], [0.9128835797309875, 0.9714372158050537]]",0.11411044746637344
406,8cebbb4163ebe51b5fbffe616d49ebdad3a355f4,1,"[['among us'], [0.9096415638923645]]",0.11370519548654556
422,366855a40a7d28598a15c7569b6ff4889e22c1ea,1,"[['tam0014', 'among us'], [0.9992346167564392, 0.8978239297866821]]",0.11222799122333527
388,56c8083ae76995eeee4b6d7c257cf211d98b1f41,1,"[['tam0014', 'among us'], [0.9992346167564392, 0.8978239297866821]]",0.11222799122333527
163,04437a357f2bbc9606cda30825366bb76b0559f2,1,"[['l m your fabher', '00000', 'rimong us', 'xvamafn', 'ncus', 'definitely ', 'te him'], [0.7917531132698059, 0.9676214456558228, 0.8005898594856262, 0.5310739278793335, 0.8746853470802307, 0.9764142632484436, 0.8187909126281738]]",0.10933566838502884
76,6db07001d088d93ef41fd2986c83627c7a98b262,1,"[['wond n ', 'among u5'], [0.8157232999801636, 0.8735753297805786]]",0.10919691622257233
392,4b25f813abc2203c4d867845d8b11724b4301be5,1,"[['among us'], [0.8695414662361145]]",0.10869268327951431
453,02e84e0140c449cf60e451672f210198594ac620,1,"[['among us'], [0.8695414662361145]]",0.10869268327951431
391,e49ceca3d29160d23b9255e1fa19aaffa183ae7a,0,"[['qy lol', ' oloce'], [0.8500588536262512, 0.8630220293998718]]",0.10787775367498398
323,ea6835d3c81cc20ec1418f8c9cfe88619ddd8eb4,1,"[['rimong us'], [0.8449780344963074]]",0.10562225431203842
44,fd9680d675642a62eb6808d5b6f5eb87599a3e91,0,"[['fber'], [0.843049943447113]]",0.10538124293088913
417,8dcbcf453c2147901b273f88fcfcf1615924d59c,1,"[['rmong us', 'fr i e n p s'], [0.8419166803359985, 0.7124204039573669]]",0.10523958504199982
21,08221fe432a30bfbab6ce9f5d24a3d7bca4ddcc1,0,"[['changing', 'face', 'face changing', 'chonging', 'foce', 'chenqine', 'chengine', 'face', 'face'], [0.9229522943496704, 0.8319052457809448, 0.9297614693641663, 0.9058713912963867, 0.8385202288627625, 0.8429391384124756, 0.8684793710708618, 0.8997333645820618, 0.8413920998573303]]",0.1048150286078453
441,4ab85fd23cdfda40c727f6beb1f39880ec9d3f8e,0,"[['2022', 'hilp', '2022', 'e', 'afillp', '2022', 'qimi baby store'], [0.99513179063797, 0.6817315816879272, 0.9981729388237, 0.6324921250343323, 0.5989806056022644, 0.9945234656333923, 0.9318339228630066]]",0.10191656649112701
363,bf6e83023cbcb122b976431d7f12a7fc668413f0,1,"[['among us'], [0.7884025573730469]]",0.09855031967163086
414,5e3ff66ec0bffcd624a6112962ef2b38547fbcd4,1,"[['among us', 'apmong'], [0.7860844135284424, 0.7789368033409119]]",0.0982605516910553
416,f5c64acf645121142d1b9abc4d39dacd06dd20b3,0,"[['tiny', 'spaxk', 'toom timer'], [0.9947360754013062, 0.7856665849685669, 0.7919121384620667]]",0.09820832312107086
256,c869bc4b4995f0cbcd693388d9434400261e11df,0,"[['ce', 'ce'], [0.5449308156967163, 0.9644827246665955]]",0.09433834627270699
465,a2db2c697881750d70feaa1a90d4f271338b9337,0,"[['mw', '2022', '2022', '2022'], [0.504313051700592, 0.999503493309021, 0.9958328008651733, 0.9976246356964111]]",0.09398853406310081
134,e35d519f3083f70468a13ec06f5d8a31b3b4540d,0,"[['ce', 'ce'], [0.5178894996643066, 0.966410756111145]]",0.09276876598596573
383,deae9a3ca21e61f9dcaa149603dfee810cb3c59f,0,"[['guia deluniverso', 'reblox'], [0.943437397480011, 0.7418880462646484]]",0.09273600578308105
251,e1744fb2ee54fa5be8c74d665517b262e37db868,0,"[['ce', 'ce'], [0.5154627561569214, 0.9670883417129517]]",0.09265944361686707
385,493b38ff84a9f9d70bd57099dc92c63660b0f012,0,"[['guia deluniverso', 'reblox'], [0.942918598651886, 0.7130433917045593]]",0.08913042396306992
189,14c10ba14cadd8e50f5601ebb60312ea0c1ce1a9,0,"[['rrr'], [0.6861556172370911]]",0.08576945215463638
38,a9c79420501913aca459bcea1407e1356d6d6808,0,"[['3000', 'a00c', '000', '90000', '30000'], [0.8810404539108276, 0.5893641114234924, 0.7815960049629211, 0.6790863275527954, 0.813463568687439]]",0.08568500727415085
329,eb2db0d8194a3514d88e6c2e3fc378c181f39aa0,0,"[['t'], [0.6772540211677551]]",0.08465675264596939
327,40d1848973cc09d9c0cb958cb4c3c76529bd2711,0,"[['ik', 'tigcrnu', 'tigernu'], [0.6747934222221375, 0.856564998626709, 0.8604717254638672]]",0.08434917777776718
114,1bf8c290994c1b1230639eb4f50373a206b8c37f,0,"[['4 14', 'fat72', '31 5', 'store no  912613465'], [0.8721485137939453, 0.6151096224784851, 0.6216925382614136, 0.9810060262680054]]",0.07688870280981064
375,587864639734fb3fbc29cfd53ff4dfdfba662acd,1,"[['smang'], [0.6139713525772095]]",0.07674641907215118
29,d5e94eee21b701f5f3d409bb1b9bc43a4b47096c,1,"[['smang'], [0.6139713525772095]]",0.07674641907215118
331,76a209001d0c26262cb62809c01b0a8274e555fc,0,"[['y0o'], [0.5287545323371887]]",0.06609431654214859
361,3827a49a2014f75ae24f9e140bbb1033e0b4accf,0,"[[], []]",0.0
336,e166345238a1207566bb5a5ad5a9c984ea9fbe39,0,"[[], []]",0.0
342,72c89095a5e1e4c81465d0afe0e1e83cfaf7aa23,0,"[['free', 'shipping'], [0.9953334331512451, 0.9972795844078064]]",0.0
341,21844dde2ab078eab04f18e061b3bdbea94e1156,0,"[[], []]",0.0
371,eddda30b2a626be08f876942422eb9d57f2aedda,0,"[[], []]",0.0
340,8c849a3e6457fd38d552d01121c5b35cfa833e13,0,"[['bich'], [0.65421462059021]]",0.0
339,aeb0a8c22c5400b164b10d73b680292b89e0ed04,0,"[[], []]",0.0
338,b9f8fb9900b3924350afaec3dead516c07ec2163,0,"[[], []]",0.0
337,ae9b1408b2e96083746713d842f252996a0519a3,0,"[[], []]",0.0
335,bfe736f5ad59021f334e0836395f47d313655215,0,"[[], []]",0.0
360,239b68ab3ddd597ee7072054c229a858b60197d4,0,"[['00'], [0.58191978931427]]",0.0
372,da3ce02d2251c96b8c87decaf27cfe167a8ff867,0,"[[], []]",0.0
332,30860eb7ae6452bcc67d8aa06b5308c650d99507,0,"[['jamg'], [0.6954070925712585]]",0.0
373,77951756f7cad31806c4783c13feb2f71ffcee15,0,"[[], []]",0.0
330,ae294b1de33fce79d97490ce36f6bb06f78ca8a5,0,"[[], []]",0.0
58,8632e3a8b61f01a3ec4f487548fa4072d2d7eedd,0,"[[], []]",0.0
60,2e1e4039fb68607e15f6b3c477a226b26940d934,0,"[['shhhhhhh'], [0.9645072221755981]]",0.0
370,cee070367ed4ecbe7a52279b84d49ba20bbe86cf,0,"[[], []]",0.0
343,2e1b3ec93eeaede75f7cf303dec6b1a732255462,0,"[[], []]",0.0
344,320c22f79f154f28b9f6930ac13e8a40fbb9aa5c,0,"[[], []]",0.0
369,fd4fc83b4df6bacd66050b55c99c085c50ab01ca,0,"[[], []]",0.0
55,9e2909d0c6acd61613cc9a46c1dc58729ea5de00,0,"[[], []]",0.0
365,c0fed2820fd8e32a530c5b4f78cdefdb083e42d9,0,"[[], []]",0.0
359,3973aaedacc9a1a014ce8951163c8a5bd2bbe4fc,0,"[[], []]",0.0
367,63d74c02a5d0aa2fea78e84e3078de2c4515e834,0,"[['a'], [0.8747263550758362]]",0.0
358,183d025c90a0398a3c6f5e850a87e42644dfe38e,0,"[[], []]",0.0
357,223bcefc072091a15b1bdd52debaee6fea601876,0,"[['chenging', 'face'], [0.8924107551574707, 0.8574392795562744]]",0.0
355,634457ae6a0469f655cf9ba4e1bf548fe4676b02,0,"[[], []]",0.0
354,731c900b22a9995cfd8c628df662ff23aecb8248,0,"[[' '], [0.756099283695221]]",0.0
353,139001b3322c1f616915f6cbb68f2c1d83556fff,0,"[['reversible '], [0.9993448853492737]]",0.0
351,62880f68ba57c124633cf5cae0cc8700e363d4e6,0,"[[], []]",0.0
350,da121bf387aebd7d8a72f7d035c997e739a718c8,0,"[[], []]",0.0
349,47bb74c01054d18921cd87dd2739f8ea4803dc78,0,"[[], []]",0.0
368,4565b013caf382977b58aff8e574e48973527249,0,"[[], []]",0.0
348,82abff9c5c80e598f3291dc445279cbe26661b8b,0,"[[], []]",0.0
346,4540136111ed5af0a6f2dafe269d6609aa626112,0,"[[], []]",0.0
116,417c3095dbe5c4797697e93f91aa4b70a76c44e4,0,"[[], []]",0.0
397,bb7c830bad2c96d97057eb56e114c718d8000494,0,"[['shhhhhhh '], [0.9820579886436462]]",0.0
52,6729a8acdbfdf092fa517651c9edbb0279241977,0,"[[], []]",0.0
377,a3c3f7bcc1ba15048c15869f452b7dfd913470b1,0,"[[], []]",0.0
19,f9a95ce8ba0d6c55daedc60805c7ca8740f30843,0,"[[], []]",0.0
434,6a27785ac3cfc1c703bd5d9c9f6fd7e9a24c45be,0,"[[], []]",0.0
435,36f9ae61de72d849202a88ec08c7f5f99fb8377e,0,"[[], []]",0.0
18,cc47e5e9c6da775ffeb32b6eb6f29f5acd80e358,0,"[['reversible '], [0.9958053827285767]]",0.0
17,dcd35198dbcc36fca45e6e1075e6c69ac0b2f7bb,0,"[[], []]",0.0
16,8658d259b32d38fafde93a91b05581072f1fdf66,0,"[[], []]",0.0
15,0efde6e8e8498ec92bba07470b516c832f51dc9c,0,"[[], []]",0.0
14,9b1a58d7518de9683b9f59f74da21beff79ed102,0,"[[], []]",0.0
443,758737a8506166344feabc9353fab8baab511758,0,"[[], []]",0.0
445,empty,0,"[[], []]",0.0
12,4df5428199de63c96f67a377ab7cdc771a9ef5d1,0,"[[], []]",0.0
11,c239a8346b8528d479bd783e95124e549ca4dba0,0,"[['salvya'], [0.9941762089729309]]",0.0
449,f44b5b470423248e15cb5a28a1200311af2a9c1b,0,"[['werueruy'], [0.9975606203079224]]",0.0
450,1818410beb2f12283a6ab72db3b988ae56fd3b3e,0,"[[], []]",0.0
10,58a20f7443781c01313b768cafd50d61c1e1417a,0,"[[], []]",0.0
9,c74d92fc4f342df4e9a7bf9db1b77ad5cfeea89c,0,"[[], []]",0.0
8,c24c8919bfeb37dbca1422e373d6f79693efedcd,0,"[[], []]",0.0
7,7dc026543aaf6863f0bc810acda21e888cec7693,0,"[['changing', 'face'], [0.9680294394493103, 0.982673168182373]]",0.0
456,4111f60e1607757c6f829638268aefe602f33ba7,0,"[['1'], [0.9911068081855774]]",0.0
457,e7548d35100cf01b8e9dbd44d58163a01632c446,0,"[[], []]",0.0
458,14f4e5198283fbe1a1ffae046ef359af50baee30,0,"[[], []]",0.0
459,6528ef6a197b0c379b1af5afeb33632c151ed814,0,"[[], []]",0.0
5,9a12a490fcea7313378b1e83425fae86ddc81124,0,"[[], []]",0.0
461,d8fdca3761d5fd3a3f99a8aeaeb907107f6a71a3,0,"[['atenb', 'nv60u'], [0.9431403279304504, 0.6264818906784058]]",0.0
4,3f7fc0f877323f4b74cb9a4c3847d3eea6f3ae5a,0,"[['press to make a sound'], [0.9968701601028442]]",0.0
2,a31d8c30452d17221b0d8d4f9ccf50bf8dfff0cf,0,"[[], []]",0.0
464,43a18980d983e7835ce8a9f50ae8953390197f73,0,"[['emergewcn'], [0.8580133318901062]]",0.0
466,077d6694396e202064fb5b01b42837d2949e4ce7,0,"[['shhhhhhh '], [0.9825758337974548]]",0.0
467,a8057438d83d4fc141347237c23e2d3fc714d43f,0,"[[], []]",0.0
432,2d1635db125a952c479e7ca623b3cb77ec8245c8,0,"[[], []]",0.0
20,d502b24e3d6de8aef90ec3333231781bcd3ee9b6,0,"[[], []]",0.0
25,f1eb2466233b2033367e7d3eb51fa9bc8fe745a4,0,"[[], []]",0.0
401,b32f406d4e9fef15682cbb4551115f88e86797b8,0,"[[], []]",0.0
379,88755aa6e15a790ca7027d8b4ad71861fb6c89aa,0,"[[], []]",0.0
